,MktCapBTC,MktCapUSD,Names,PricesBTC,PricesUSD,Rank,TotalSupply,Vol24BTC,Vol24USD,CirculatingSupply
cryptoworldx-token,4.770416,71844.253866,cryptoworldx-token,8e-08,0.00120483,748,59630200.0,0.00657592,99.0355,59630200.0
gamebet-coin,4.67518384924,70409.8271641,gamebet-coin,2.1e-07,0.00316267,749,22262780.2345,0.0225403,339.464,21262780.2345
morningstar-payments,4.56210687083,68706.9705203,morningstar-payments,1.39e-07,0.00209339,750,32820912.7398,0.0027586,41.5454,32820912.7398
uro,4.841314704,64073.5324315,uro,4.01e-06,0.0530713,752,1207310.4,0.0,0.0,1207310.4
plncoin,4.199712,63756.018768,plncoin,2.2e-07,0.00333983,753,19089600.0,0.0,0.0,17089600.0
orlycoin,4.03114568202,60710.5198424,orlycoin,1.1e-07,0.00165664,754,36646778.9274,0.00016167,2.4348,36646778.9274
zonecoin,3.87295557548,58328.0019519,zonecoin,1.5e-06,0.0225905,756,2581970.38365,0.00963645,145.128,2581970.38365
zayedcoin,3.80874240034,57360.9093171,zayedcoin,6.1e-07,0.0091868,757,6243840.00056,0.00577328,86.9475,6243840.00056
cashcoin,3.79788291256,57197.3172856,cashcoin,8.01444e-08,0.001207,758,47388001.0651,0.00109957,16.5599,47388001.0651
bios-crypto,3.53969053261,52615.6258134,bios-crypto,1.7e-07,0.00252696,760,20821709.0153,0.0,0.0,20821709.0153
wild-beast-block,3.48441963896,52476.5397099,wild-beast-block,1.949e-05,0.293526,761,178779.868597,0.0210987,317.753,178779.868597
osmiumcoin,3.46882088,52241.6046866,osmiumcoin,3.88e-06,0.0584341,762,894026.0,0.0103957,156.563,894026.0
impulsecoin,3.84664690506,52024.2797501,impulsecoin,1.9e-07,0.00256967,763,20245510.0266,0.0,0.0,20245510.0266
nodecoin,3.23314147042,48692.1686635,nodecoin,5.5e-07,0.00828318,764,5878439.03712,0.00394053,59.3457,1678439.03712
ponzicoin,3.15162234659,47012.0444429,ponzicoin,3.66e-06,0.0545954,765,861099.0018,0.0,0.0,861099.0018
bowscoin,3.10805735322,46808.398259,bowscoin,5.6e-07,0.00843379,766,5550102.41646,0.00571916,86.1324,5550102.41646
genstake,3.47846986,46075.9630034,genstake,4.6e-07,0.00609318,767,7561891.0,0.0,0.0,7561891.0
ego,3.00000002807,45181.0204228,ego,5e-08,0.000753017,768,60000000.5615,0.0151418,228.04,60000000.5615
frazcoin,2.8574306488,43033.8808032,frazcoin,2.93e-07,0.00441268,769,9752323.03344,0.0130892,197.127,9552323.03344
arbit,2.7336714,41169.9757071,arbit,3.4e-07,0.00512051,770,8040210.0,0.0170799,257.229,8040210.0
letitride,2.54737169438,38442.0223296,letitride,7e-08,0.00105636,771,36391024.2054,0.0,0.0,36391024.2054
posex,2.45324013869,37021.601609,posex,1e-06,0.0150909,772,2453240.13869,0.0,0.0,2453240.13869
tagrcoin,2.32017802784,34942.654492,tagrcoin,6e-08,0.00090362,773,38669633.7974,0.00699156,105.295,38669633.7974
kingn-coin,2.23891146446,33718.7365301,kingn-coin,0.00089265,13.4436,774,2508.16273395,0.0256839,386.808,2008.16273395
antilitecoin,1.89075679547,28475.427592,antilitecoin,6e-08,0.00090362,776,31512613.2578,0.00177343,26.7084,31512613.2578
pizzacoin,1.82302509318,27455.3655784,pizzacoin,1.8e-07,0.00271086,777,10127917.1844,0.0159708,240.526,1377917.18436
ibank,1.76526636,26585.4998037,ibank,3.9e-07,0.00587353,778,4526324.0,0.00180853,27.2371,4526324.0
gbcgoldcoin,1.66321090102,25048.3747387,gbcgoldcoin,1.46386e-07,0.00220461,779,11361816.7108,0.000768717,11.5771,11361816.7108
sydpak,1.58361925218,23849.7858225,sydpak,9.9e-06,0.149097,781,159961.540624,0.00140634,21.1799,159961.540624
sojourn,1.4916405,22464.6173496,sojourn,1.75e-06,0.0263556,782,852366.0,0.011668,175.724,485214.0
p7coin,1.40880952,21217.1292343,p7coin,4e-08,0.000602413,784,35220238.0,0.0068,102.41,35220238.0
cabbage,1.2599995092,18976.0126084,cabbage,1.2e-07,0.00180724,785,10499995.91,0.00663296,99.8946,10499995.91
biobar,1.19276509154,17760.5679399,biobar,1.21e-06,0.0180172,786,985756.274,0.0,0.0,885756.274
selfiecoin,1.07829280731,16239.4131659,selfiecoin,1e-08,0.000150603,787,107829280.731,0.011191,168.54,107829280.731
concoin,1.02097005527,15376.1440381,concoin,6.4e-07,0.00963861,788,1595265.71136,0.0224318,337.83,744265.711357
socialcoin-socc,0.88632232623,13348.3050575,socialcoin-socc,6.4e-07,0.00963861,789,1384878.63473,0.010761,162.065,1384878.63473
save-and-gain,0.67425600858,10154.5100252,save-and-gain,2.2e-07,0.00331327,791,3064800.039,0.0001254,1.88857,3064800.039
