AvailableSupply,BTCPrice,CMCname,Change1h,Change24h,Change7d,MaxSupply,Mcap,Symbol,TotalSupply,USDPrice,Vol24h,bctpages,Date,Time,,,,
10500000,0.00046324,nimiq,0.7,21.79,74.04,,78524670,NET,10500000,7.47854,1011310,61,1/7/2018,05:35:31 AM,,,,
,0.000000004,peepcoin,0.8,5.37,-49.88,,,PCN,,6.95282E-05,69474.3,7,1/7/2018,05:35:19 PM,,,,
6014340,0.00000464,philosopher-stones,-0.33,-1.31,63.07,,450755,PHS,6014340,0.0749467,2242.98,26,1/7/2018,05:29:08 PM,,,,
23644056,0.00021471,tokencard,1.18,2.55,144.75,,81958573,TKN,30133540,3.46635,456768,50,1/7/2018,05:27:27 PM,,,,
20429656,0.000031,chips,-0.63,-10.56,36.56,21000000,10216667,CHIPS,20429656,0.50009,3583.51,17,1/7/2018,05:26:55 PM,,,,
90000000,0.00000582,eltcoin,10.39,1.23,200,,8454159,ELTCOIN,100000000,0.0939351,76529.7,19,1/7/2018,05:24:05 PM,,,,
,0.00001841,qora,-0.22,-3.57,16.9,,,QORA,10000000000,0.296917,887.55,139,1/7/2018,05:23:41 PM,,,,
780124964,0.00000001,vaperscoin,-0.43,-70.62,31.14,,125788,VPRC,1635124964,0.000161241,7494.73,13,1/7/2018,05:23:30 PM,,,,
70000000,0.00003808,patientory,0.36,-2.85,5.59,,43213310,PTOY,100002000,0.617333,3750980,139,1/7/2018,05:23:11 AM,,,,
4687300,0.00003148,pascal-lite,0.5,34.86,136.56,,2379911,PASL,4687300,0.507736,50271.7,122,1/7/2018,05:22:35 PM,,,,
2805259,0.00071265,clams,0.03,-3.58,10.49,,32408876,CLAM,16520608,11.5529,1127070,427,1/7/2018,05:22:06 PM,,,,
987000000,0.00003546,bytom,0.45,-1.69,60.97,,566425482,BTM,1407000000,0.573886,54945600,17,1/7/2018,05:21:32 PM,,,,
8377873,0.00002535,russiacoin,-0.63,-0.07,-0.33,,3425427,RC,8377873,0.408866,843.771,7,1/7/2018,05:17:36 PM,,,,
27730193,0.0000077,digitalcoin,8.54,3.66,148.44,48166000,3444423,DGC,27730193,0.124212,24876.1,275,1/7/2018,05:11:54 PM,,,,
10004944,0.00004903,equitrader,-9.79,-3.17,41.66,,7913750,EQT,11104944,0.790984,92808.7,73,1/7/2018,05:10:56 PM,,,,
14400000,0.00006905,upfiring,4.04,91.44,153.33,,16083792,UFR,24000000,1.11693,1820680,21,1/7/2018,05:10:43 AM,,,,
,0.00000026,huncoin,-29.54,-29.27,57.54,,,HNC,35756352,0.00419392,816.919,7,1/7/2018,05:09:36 PM,,,,
221789,0.00084229,sagacoin,-1.43,4.67,-3.87,,3013046,SAGA,2181250,13.5852,588802,29,1/7/2018,05:07:36 PM,,,,
33192925,0.00003595,neutron,-1.28,15.2,45.47,68000000,19303412,NTRN,33192925,0.581552,69355.8,61,1/7/2018,05:07:12 PM,,,,
,0.00989707,super-bitcoin,-8.94,6.29,-23.53,21210000,,SBTC,,159.399,1735620,19,1/7/2018,05:05:05 AM,,,,
216268186,0.00005543,einsteinium,-0.67,-3.38,16.03,,194042521,EMC2,216268186,0.897231,8948530,474,1/7/2018,05:03:08 PM,,,,
34092358,0.00000095,grimcoin,-28.75,-38,70.01,,523137,GRIM,48259097,0.0153447,1859.11,25,1/7/2018,05:00:34 AM,,,,
1.4955E+11,0.000000007,gcoin,,-3.58,696.54,,18786233,GCN,1.4955E+11,0.000125618,,157,1/7/2018,04:59:46 PM,,,,
23830778,0.00007682,curecoin,1.24,13.09,58.01,,29679327,CURE,23830778,1.24542,793495,223,1/7/2018,04:56:21 PM,,,,
,0.00000034,ibtc,0.1,11.86,43.24,,,IBTC,21000000,0.00549743,547.553,60,1/7/2018,04:56:16 PM,,,,
76593701,0.00006646,blackcoin,0.38,-3.86,27.9,,82177382,BLK,76593701,1.0729,7674630,1706,1/7/2018,04:55:47 PM,,,,
2036645,0.0239615,veritaseum,0.08,3.47,13.73,,789894604,VERI,100000000,387.841,747389,157,1/7/2018,04:54:51 PM,,,,
10064287,0.00000172,virtualcoin,-0.47,-42.33,-47.19,4000000000,278798,VC,10064287,0.0277017,110.522,71,1/7/2018,04:49:44 AM,,,,
3017781,0.00033975,pure,-0.33,47.14,112.73,20000000,16585814,PURE,4127060,5.49603,95250.2,45,1/7/2018,04:48:09 PM,,,,
116759424,0.00217658,lisk,2.58,19.24,71.68,,4099435053,LSK,116759424,35.1101,215275000,2174,1/7/2018,04:46:47 PM,,,,
,0.00000891,herocoin,-4.85,23.62,612.63,,,PLAY,252165029,0.143578,91085.4,71,1/7/2018,04:45:45 PM,,,,
2093421,0.0000107,eaglecoin,0.13,-10.38,55.49,,361691,EAGLE,3633153,0.172775,10401.8,22,1/7/2018,04:43:10 PM,,,,
8030000,0.00000154,allsafe,-7.63,36.39,128.09,15000000,199893,ASAFE2,8030000,0.0248933,2702.27,35,1/7/2018,04:43:01 PM,,,,
19117129,0.00000348,emerald,12.62,3.2,157.04,,1072744,EMD,19117129,0.0561143,13896.8,43,1/7/2018,04:42:16 PM,,,,
18344640,0.00007306,alqo,8.38,27.24,46.19,,21682080,ALQO,18344640,1.18193,181961,39,1/7/2018,04:39:49 PM,,,,
43699481,0.0000013,ambercoin,-0.43,13.03,14.01,,915998,AMBER,43699481,0.0209613,465.926,296,1/7/2018,04:38:30 AM,,,,
360482334,0.00010873,power-ledger,0.02,8.57,83.42,,634420069,POWR,1000000000,1.75992,60597600,84,1/7/2018,04:37:22 PM,,,,
10789954,0.00000067,milocoin,0.5,-35.15,128.32,30015000,116702,MILO,10789954,0.0108158,1652.59,33,1/7/2018,04:36:21 PM,,,,
103929332,0.0006409,komodo,-0.7,13.52,7.5,,1078131709,KMD,103929332,10.3737,31762800,712,1/7/2018,04:35:10 PM,,,,
7804270,0.080264,dash,0.44,3.01,22.15,18900000,10104422291,DASH,7804270,1294.73,235937000,6569,1/7/2018,04:33:13 PM,,,,
1521492,0.00002,aerium,1.47,79.44,-12.6,,491512,AERM,1931093,0.323046,13843.4,63,1/7/2018,04:32:56 PM,,,,
8745102,0.00455714,factom,2.58,11.27,45.08,,645055339,FCT,8745102,73.7619,52331400,452,1/7/2018,04:32:53 PM,,,,
900000000,0.0000086,flash,3.31,31.26,352.61,900000000,124955100,FLASH,900000000,0.138839,2001690,26,1/7/2018,04:31:10 PM,,,,
715868299,0.00000036,luckchain,-0.18,1.76,61.57,,4209492,BASH,715868299,0.00588026,9304.88,97,1/7/2018,04:30:34 AM,,,,
1541389,0.00005008,pioneer-coin,-4.94,14.85,44.43,23000000,1244720,PCOIN,2436822,0.807531,81348.2,31,1/7/2018,04:30:22 PM,,,,
2560000000,0.00000001,reecoin,-1.82,-2.81,99.81,,428288,REE,6662367704,0.0001673,53053.2,25,1/7/2018,04:29:12 PM,,,,
41170043,0.00025057,emercoin,0.05,-10.99,37.76,,166977051,EMC,41170043,4.05579,3540190,96,1/7/2018,04:28:23 AM,,,,
16627,0.00004594,enigma,-0.43,45.12,47.73,5000000,12316,XNG,66627,0.740742,629.232,13,1/7/2018,04:25:49 PM,,,,
134256304,0.0001108,unikoin-gold,3,50.79,190.65,,240775256,UKG,1000000000,1.7934,70576200,8,1/7/2018,04:25:38 PM,,,,
2022465,0.00052179,korecoin,-2.94,16.89,33.95,12000000,17071303,KORE,2022465,8.44084,2150470,102,1/7/2018,04:23:26 PM,,,,
13600388,0.0000291,darcrus,-0.19,-3.02,12.48,,6385110,DAR,13600388,0.46948,6428.8,93,1/7/2018,04:22:19 PM,,,,
,0.00000462,cash-poker-pro,0.21,-10.15,48.65,,,CASH,100000000,0.074504,1515.28,15,1/7/2018,04:22:02 AM,,,,
100000000,0.00003175,rialto,6.18,19.33,35.18,,51259700,XRL,100000000,0.512597,161701,14,1/7/2018,04:17:29 AM,,,,
27432814,0.00000338,onix,-0.56,21.37,-9.18,,1495140,ONX,103181030,0.0545019,17475.5,57,1/7/2018,04:11:20 PM,,,,
38538648,0.00007071,alis,-2.77,5.72,46.43,,44177238,ALIS,75209200,1.14631,436778,12,1/7/2018,04:10:45 PM,,,,
9000000,0.00002716,confido,-4.89,-16.34,447.57,15000000,3942234,CFD,15000000,0.438026,507130,15,1/7/2018,04:09:21 PM,,,,
5100000,0.00000197,exchangen,-0.06,7.53,32.38,,162332,EXN,10000000,0.0318298,9068.18,59,1/7/2018,04:09:02 AM,,,,
3535963762,0.00000031,ufo-coin,-2.59,-12.11,45.59,4000000000,17732045,UFO,3535963762,0.00501477,43273.5,52,1/7/2018,04:08:06 PM,,,,
3555242,0.00015209,regalcoin,-0.53,-19.04,-47.19,27000000,8723035,REC,7428847,2.45357,551761,70,1/7/2018,04:05:53 PM,,,,
2167690140,0.00000002,mutual-coin,,,-29.46,1000000000,577059,MUT,2231766719,0.000266209,,50,1/7/2018,04:04:38 AM,,,,
15392013046,0.00000004,carboncoin,-0.5,110.52,133.31,,9729214,CARBON,15392013046,0.000632095,57113.6,25,1/7/2018,04:03:14 PM,,,,
,0.00000029,10mtoken,0.07,7.78,30.12,,,10MT,10000000,0.00459944,30.6629,38,1/7/2018,03:58:04 PM,,,,
43540754,0.00000375,adzcoin,-0.18,-4.78,74.67,84000000,2634329,ADZ,43540754,0.0605026,21599.6,83,1/7/2018,03:57:02 AM,,,,
63231082,0.00000179,phoenixcoin,-10.1,28.74,68.91,,1825519,PXC,63231082,0.0288706,11913.8,36,1/7/2018,03:56:05 PM,,,,
,0.00000083,bitair,-2.65,-10,3.56,,,BTCA,1000000000,0.0134308,465686,18,1/7/2018,03:53:11 PM,,,,
16458001,0.00029533,iocoin,-0.12,5.39,47.96,,78468953,IOC,16458001,4.76783,889909,243,1/7/2018,03:51:22 PM,,,,
46785866,0.00000589,unitus,-0.78,-14.8,92.14,,4442056,UIS,46785866,0.0949444,127445,38,1/7/2018,03:49:31 PM,,,,
,,farstcoin,,,,,,FRCT,,,,85,1/7/2018,03:46:06 PM,,,,
,0.00000005,halloween-coin,-0.03,-3.47,93.27,1500000000,,HALLO,264665503,0.000759516,3561.52,13,1/7/2018,03:43:56 PM,,,,
1467841,0.00006357,8bit,-0.54,-34.63,73.23,,1504610,8BIT,1467841,1.02505,32158.4,293,1/7/2018,03:43:54 PM,,,,
,0.000000002,rabbitcoin,,-8.35,233.99,,,RBBT,,3.07066E-05,,108,1/7/2018,03:41:33 AM,,,,
,0.005235,davorcoin,-0.76,-1.04,50.08,,,DAV,10438849,84.3133,60441.2,8,1/7/2018,03:40:58 PM,,,,
226091449,0.00015191,substratum,2.15,-0.98,120.13,,555927220,SUB,352000000,2.45886,38946100,27,1/7/2018,03:40:46 PM,,,,
191381257,0.00001117,investfeed,1.62,10.68,113.76,,34657615,IFT,191381257,0.181092,374025,50,1/7/2018,03:38:47 PM,,,,
4249873622,0.00001038,funfair,2.15,-3.36,67.85,,714059516,FUN,10999873621,0.168019,51333200,23,1/7/2018,03:38:30 PM,,,,
11859465612,0.00000002,incakoin,-0.92,-41.34,56.96,,3922305,NKA,11861465612,0.000330732,642.979,89,1/7/2018,03:38:08 PM,,,,
31301449,0.00022516,decision-token,0.29,49.85,230.11,,113780454,HST,48240070,3.63499,1514100,11,1/7/2018,03:37:59 PM,,,,
141155147,0.00001629,florincoin,3.88,9.96,26.18,,37271452,FLO,141155147,0.264046,987427,105,1/7/2018,03:36:33 AM,,,,
46508192,0.00002021,indorse-token,0.58,6.14,81.29,,15202086,IND,170622047,0.326869,898914,40,1/7/2018,03:34:53 AM,,,,
350000000,0.00012322,qash,4.71,1.23,131.82,,698075000,QASH,1000000000,1.9945,79180300,11,1/7/2018,03:33:54 AM,,,,
1.85526E+12,0.000000002,sprouts,-6.98,18.54,671.86,,51609945,SPRTS,1.85526E+12,2.78181E-05,1810430,51,1/7/2018,03:26:07 PM,,,,
24700248,0.00000643,kobocoin,12.78,21.93,82.63,,2560798,KOBO,24700248,0.103675,5492.08,68,1/7/2018,03:25:41 PM,,,,
36933890,0.00030787,metaverse,1.17,0.39,76.47,100000000,184047850,ETP,56333890,4.98317,12902800,16,1/7/2018,03:23:58 AM,,,,
4829945,0.00000276,fuzzballs,-0.68,-12.82,-30.71,,215610,FUZZ,4829945,0.0446402,3435.38,8,1/7/2018,03:23:48 AM,,,,
15309193,0.00000762,goldblocks,-12.05,2.58,-25.22,,1882036,GB,15309193,0.122935,28717,90,1/7/2018,03:23:46 PM,,,,
54869454,0.00075369,nexus,-1.9,-5.74,288.68,,669363444,NXS,54869454,12.1992,10639900,353,1/7/2018,03:14:29 PM,,,,
187590120,0.00003824,feathercoin,-1.49,6.1,62.48,336000000,115796942,FTC,187590120,0.617287,2910890,172,1/7/2018,03:14:20 PM,,,,
22620193,0.00037905,eidoo,0.32,12.49,61.56,,138422912,EDO,90408327,6.11944,46702500,51,1/7/2018,03:11:36 PM,,,,
66521586,0.00004394,nexium,0.51,-3.9,43.23,,47380931,NXC,66521586,0.712264,1270140,155,1/7/2018,03:11:28 AM,,,,
,0.00192115,pylon-network,-0.38,11.12,,,,PYLNT,633858,30.9414,52756.2,7,1/7/2018,03:11:10 PM,,,,
428481269,0.00002141,tierion,2.89,-4.14,67.65,,148118691,TNT,1000000000,0.345683,17294600,44,1/7/2018,03:08:39 PM,,,,
11031022268,0.00000008,buzzcoin,0.97,27.31,210.61,20000000000,14305140,BUZZ,11031022268,0.00129681,684073,57,1/7/2018,03:02:28 PM,,,,
32105578,0.00044285,triggers,-8.26,23.78,0.91,,230129890,TRIG,32105578,7.16791,25823700,38,1/7/2018,03:00:45 PM,,,,
816061,0.00742636,supernet-unity,-0.05,-7.96,-21.71,,97839159,UNITY,816061,119.892,6275.25,313,1/7/2018,02:59:46 AM,,,,
12590610,0.00008572,universal-currency,0.02,-7.94,-4.13,210000000,17459525,UNIT,16690610,1.38671,85641.3,60,1/7/2018,02:57:21 PM,,,,
1831799,0.00067923,bulwark,1.19,5.42,43.19,27000000,20127263,BWK,2149345,10.9877,562573,50,1/7/2018,02:55:32 PM,,,,
35120000,0.00000032,playercoin,-0.33,-5.22,312.27,,181526,PLACO,100120000,0.00516874,2940.61,53,1/7/2018,02:54:42 AM,,,,
91715495,0.0000963,asch,0.73,10.16,22.77,,142592832,XAS,113215495,1.55473,4776820,41,1/7/2018,02:51:50 PM,,,,
15574907,0.0283864,monero,-0.33,8.38,31.48,,7156077751,XMR,15574907,459.462,283373000,1879,1/7/2018,02:51:45 PM,,,,
2846875,0.00050528,monacocoin,-0.68,39.49,231.29,,23269876,XMCC,9846875,8.17383,446040,63,1/7/2018,02:46:54 PM,,,,
205022342,0.00002587,nolimitcoin,-1.55,-6.45,94.74,,85612000,NLC2,205022342,0.417574,515362,75,1/7/2018,02:45:17 AM,,,,
,0.00020062,escoro,0.25,-22.26,,3100000,,ESC,3100000,3.23112,314356,2,1/7/2018,02:40:38 PM,,,,
18897126,0.00002353,ebtcnew,-4.63,12.17,11.37,,7173859,EBTC,21000000,0.379627,53566.9,449,1/7/2018,02:39:29 PM,,,,
60248315,0.00020067,adx-net,1.58,11.94,17.19,100000000,195689540,ADX,100000000,3.24805,38272000,25,1/7/2018,02:36:21 AM,,,,
28662055,0.00015694,neumark,1.07,32.88,226.52,1500000000,72618183,NEU,53041455,2.5336,1172030,11,1/7/2018,02:32:57 PM,,,,
316191398,0.00000239,putincoin,-13.62,17.78,85.95,2000000000,12238409,PUT,316191398,0.0387057,93353,11,1/7/2018,02:31:16 AM,,,,
13225026,0.00004057,atlant,-2.94,-0.44,117.41,54175041,8655608,ATL,54175041,0.654487,78445,125,1/7/2018,02:30:49 PM,,,,
85558371,0.00011895,firstblood,0.17,-3.07,106.53,,164724675,1ST,93468691,1.92529,14862500,57,1/7/2018,02:24:52 PM,,,,
99788314,0.0002731,iconomi,2.68,8.54,62.76,,441107258,ICN,99788314,4.42043,10278000,416,1/7/2018,02:23:59 PM,,,,
6999991,0.00045107,clearpoll,7.54,11.69,183.95,,51187014,POLL,8999992,7.31244,1341980,4,1/7/2018,02:22:42 AM,,,,
,0.00004409,qlink,4.06,26.95,110.9,,,QLC,600000000,0.710021,11524200,6,1/7/2018,02:15:54 AM,,,,
787126712,0.00000038,netcoin,-2.09,5.72,232.64,,4825189,NET,787126712,0.00613013,70803.2,60,1/7/2018,02:12:45 PM,,,,
710113,0.00299988,chronobank,5.45,-1.69,118.21,,34534064,TIME,710113,48.6318,925245,390,1/7/2018,02:12:37 PM,,,,
4451920,0.000012,ganjacoin,,,37.28,,889151,MRJA,4451920,0.199723,,23,1/7/2018,02:10:48 AM,,,,
210000000,0.00003581,voxels,4.79,4.79,-1.6,210000000,121418430,VOX,210000000,0.578183,11914400,133,1/7/2018,02:05:40 PM,,,,
1800339818,0.0000063,burst,0,-18.63,101.31,2158812800,183483433,BURST,1800339818,0.101916,25821900,40,1/7/2018,02:04:50 PM,,,,
104539,0.00951435,bitcoin-plus,0.2,-1.46,20.61,,16089711,XBC,104539,153.911,189634,184,1/7/2018,02:03:24 PM,,,,
,0.00000201,bestchain,-1.79,-49.44,629.63,,,BEST,20147876,0.0323798,141325,18,1/7/2018,01:56:04 PM,,,,
,0.0000002,infinity-pay,0.1,63.28,42.88,,,IPY,8000000,0.00326341,113.891,14,1/7/2018,01:55:46 AM,,,,
70000000,0.00000018,slevin,52.95,110.47,229.44,,203164,SLEVIN,70000000,0.00290234,7925.15,22,1/7/2018,01:47:27 PM,,,,
4220569,0.00001068,sterlingcoin,3.14,-24.25,16.93,,728297,SLG,4220569,0.172559,6800.69,254,1/7/2018,01:46:36 PM,,,,
,0.00055815,suretly,0.46,3.02,90.89,,,SUR,237614,8.99392,26590,92,1/7/2018,01:46:12 PM,,,,
14651140,0.00049603,aeon,-5.26,0.08,38.77,,117325307,AEON,14651140,8.00793,1381790,260,1/7/2018,01:42:56 AM,,,,
,0.00000054,bitcoin-silver,2.92,9.74,90.88,,,BTCS,50000000,0.00872573,5022.45,8,1/7/2018,01:42:43 AM,,,,
27560001,0.00000095,bnrtxcoin,-9.21,-9.5,545,,422900,BNX,27560001,0.0153447,163863,8,1/7/2018,01:42:07 AM,,,,
,0.00000071,aseancoin,-1.13,-15.57,234.27,,,ASN,,0.0114526,1258.79,3,1/7/2018,01:41:17 PM,,,,
1542664500,0.000003,myriad,-0.37,-0.29,153.89,,74612048,XMY,1542664500,0.0483657,13588500,407,1/7/2018,01:38:46 PM,,,,
140080549,0.00000609,opus,9.84,24.16,89.59,249308531,13794628,OPT,249308531,0.0984764,195102,77,1/7/2018,01:36:19 PM,,,,
45287001,0.000036,sequence,3.08,5.76,21.81,,26429765,SEQ,45287001,0.583606,165699,14,1/7/2018,01:33:16 PM,,,,
1887926,0.0003588,dynamic,0.9,-2.27,7.85,,10927582,DYN,4641830,5.78814,1319090,14,1/7/2018,01:33:16 PM,,,,
7709500,0.00020235,bitmark,0.85,-3.47,44.42,,25235892,BTM,7709500,3.27335,131117,159,1/7/2018,01:31:47 PM,,,,
1941686,0.00014173,bytecent,2.93,-0.09,27.31,,4438578,BYC,1941686,2.28594,257227,85,1/7/2018,01:31:32 PM,,,,
23187059,0.00006883,bitcrystals,-0.1,5.08,19.66,,25818559,BCY,23187059,1.11349,310733,231,1/7/2018,01:29:16 PM,,,,
85978873,0.00007368,agrello-delta,8.2,9.17,148.2,,102273589,DLT,130271020,1.18952,11345800,33,1/7/2018,01:27:34 PM,,,,
3472983,0.00000892,gameunits,-0.3,5.04,-3.41,13000000,500415,UNITS,3472983,0.144088,5750.35,36,1/7/2018,01:27:19 AM,,,,
21256398,0.00000512,spacecoin,-0.6,17.84,77.3,,1754014,SPACE,21256398,0.082517,6654.63,12,1/7/2018,01:25:51 AM,,,,
117759650,0.00000627,worldcoin,-0.29,4.97,136.09,,11908327,WDC,117759650,0.101124,175793,174,1/7/2018,01:24:38 PM,,,,
96240834,0.00000427,interstellar-holdings,0.49,3.26,104.07,2000000000,6629386,HOLD,135771947,0.0688833,79035.6,64,1/7/2018,01:23:27 AM,,,,
16714020,0.00005371,social,2.79,-3.37,164.81,,14521826,SCL,16714020,0.868841,123776,34,1/7/2018,01:22:35 PM,,,,
,0.000003,ugain,-12.44,19.76,2406.67,,,GAIN,,0.0482586,242469,8,1/7/2018,01:19:19 AM,,,,
216964020,0.00003104,monetha,-6.1,4.58,66.36,,108715897,MTH,402400000,0.501078,10619300,193,1/7/2018,01:17:38 PM,,,,
,0.00000064,quotient,-0.22,-4.48,65.35,,,XQN,,0.0103235,152.784,16,1/7/2018,01:17:35 PM,,,,
442350000,0.00000107,goodomy,-3.21,-1.98,8.68,,7640535,GOOD,888000000,0.0172726,5582.39,22,1/7/2018,01:14:33 PM,,,,
,0.0000424,fidentiax,6.54,41.88,,,,FDX,130000000,0.682832,104283,16,1/7/2018,01:11:01 PM,,,,
3374090,0.00067424,geocoin,-0.3,-12.49,325.72,,36879479,GEO,3374090,10.9302,2961500,198,1/7/2018,01:10:32 AM,,,,
24898178,0.00101453,walton,2.57,9.91,42.51,100000000,408857961,WTC,70000000,16.4212,58141800,43,1/7/2018,01:09:43 PM,,,,
40461527,0.00002412,riecoin,0.91,6.16,60.33,,15786469,RIC,40461527,0.39016,373285,267,1/7/2018,01:09:23 PM,,,,
1502735,0.00001836,hexx,3.37,-18.55,51.95,,445647,HXX,1502735,0.296557,7053.34,60,1/7/2018,01:08:21 AM,,,,
13450647,0.00000385,globalboost-y,2.19,-6.15,119.56,,835390,BSTY,13450647,0.0621078,3912.13,101,1/7/2018,01:00:44 AM,,,,
756192535,0.00002533,enjin-coin,0.44,0.82,131.46,,310011716,ENJ,1000000000,0.409964,22853900,67,1/7/2018,01:00:12 PM,,,,
1478645,0.00050025,crave,-0.14,-10.91,44.61,,11965772,CRAVE,1478645,8.09239,60438.9,5,1/7/2018,11:59:36 AM,,,,
,0.00000003,thecreed,-0.22,-4.48,15.87,,,TCR,,0.000483914,12.709,57,1/6/2018,12:53:20 PM,,,,
80000000,0.00000546,gimli,0.86,49.82,78.84,150000000,7046608,GIM,150000000,0.0880826,7148.23,14,1/6/2018,12:36:23 PM,,,,
1050000000,0.0000043,airtoken,0.51,49.71,109.47,,72837765,AIR,1491492558,0.0693693,2050290,33,1/6/2018,12:35:47 PM,,,,
98430292,0.00000369,condensate,4.13,19.07,72.35,500000000,5858866,RAIN,98430292,0.059523,99430.3,98,1/6/2018,11:53:24 AM,,,,
,0.00000003,pokecoin,-0.33,-6.19,73.78,,,POKE,,0.000483416,2357.96,22,1/6/2018,11:45:13 PM,,,,
19628888,0.00023123,moeda-loyalty-points,2.82,-3.4,68.51,,73274246,MDA,19628888,3.73298,5040910,4,1/6/2018,11:42:43 AM,,,,
51211256,0.00000102,octocoin,-0.93,29.88,197.78,,841288,888,51211256,0.0164278,3377.16,11,1/6/2018,11:32:32 PM,,,,
40000000,0.00012948,blocktix,0.43,-0.24,83.3,,83615600,TIX,62500000,2.09039,2181470,19,1/6/2018,11:31:18 PM,,,,
162862944,0.00003308,humaniq,6.35,3.81,8.63,920952070,86966532,HMQ,184194944,0.533986,4217020,186,1/6/2018,11:26:44 PM,,,,
14700750,0.00002725,linx,4.37,-0.45,104.43,100000000,6462788,LINX,15700750,0.439623,141927,38,1/6/2018,11:23:14 PM,,,,
321878291,0.00000005,leacoin,-0.47,-39.53,15.08,,259203,LEA,321878291,0.000805283,263.99,9,1/6/2018,11:21:46 PM,,,,
2700000,0.00024926,royal-kingdom-coin,-8.27,-0.85,508.18,,10856754,RKC,15000000,4.02102,795347,13,1/6/2018,10:59:38 PM,,,,
73607037,0.00004109,okcash,-0.74,-1.13,19.58,105000000,49028469,OK,73607037,0.666084,3508230,144,1/6/2018,10:58:52 PM,,,,
459217,0.0000925,dalecoin,-21.32,28.65,56.25,1000000,684941,DALC,1000000,1.49154,30339.2,33,1/6/2018,10:58:52 AM,,,,
2149688,0.00006995,xios,-0.58,-15.96,-52.73,21000000,2425171,XIOS,2149688,1.12815,26017.2,99,1/6/2018,10:56:01 PM,,,,
,0.00000031,animecoin,-2.18,27.09,1042.63,,,ANI,,0.00499276,218168,23,1/6/2018,10:47:37 PM,,,,
2259512,0.00000449,coimatic-3,-20.39,23.1,379.18,102000000,163731,CTIC3,102000000,0.0724631,21324.1,54,1/6/2018,10:46:44 AM,,,,
13532750,0.00000034,coimatic-2,-0.45,-10.81,231.05,102000000,74744,CTIC2,30132750,0.00552319,3792.96,54,1/6/2018,10:46:44 AM,,,,
45248033,0.00023648,wabi,-0.15,23.2,74.05,,173194085,WABI,99218023,3.82766,27882200,26,1/6/2018,10:43:18 AM,,,,
3268301,0.00004478,billionaire-token,5.7,47.23,240.76,3315372,2360439,XBL,3315297,0.722222,96138.7,78,1/6/2018,10:35:21 PM,,,,
,0.00000062,wearesatoshi,4.48,20.82,142.88,,,WSX,,0.0099906,2856.28,32,1/6/2018,10:27:43 AM,,,,
401421401,0.00000021,macron,-22.4,4.44,125.53,,1363151,MCRN,401421401,0.00339581,11245.8,4,1/6/2018,10:25:36 PM,,,,
962002,0.00000645,litecoin-ultra,-3.35,2.98,34.35,,100101,LTCU,8462002,0.104055,18864.3,64,1/6/2018,10:19:27 PM,,,,
74107896,0.00000175,redcoin,4.94,54.97,209.72,,2091732,RED,74107896,0.0282255,96093.7,21,1/6/2018,10:04:18 PM,,,,
47806922,0.00000173,supercoin,-6.87,-30.46,-29.09,,1334860,SUPER,47806922,0.0279219,9553.42,6,1/6/2018,10:03:49 AM,,,,
1402641,0.00029952,digipulse,14.02,35.9,206.46,,6777269,DGPT,16718085,4.83179,20517.9,49,1/6/2018,10:02:35 PM,,,,
27800108,0.00008615,stealthcoin,-0.26,-6.58,39.68,,38826187,XST,27800108,1.39662,386491,166,1/6/2018,09:55:56 AM,,,,
18582933,0.00015318,publica,11.79,24.44,232.72,,46145510,PBL,33787150,2.48322,1670580,11,1/6/2018,09:54:15 PM,,,,
,0.00000016,wink,-0.8,36.75,478.01,80000000,,WINK,,0.00263004,13685,15,1/6/2018,09:51:17 PM,,,,
2303023,0.00019611,draftcoin,-0.45,44.35,-49.44,,7285798,DFT,17448358,3.16358,90620.6,5,1/6/2018,09:48:46 PM,,,,
107048455,0.00000048,icobid,0.82,75.98,143.07,,823371,ICOB,107048455,0.00769157,41707.4,211,1/6/2018,09:48:10 AM,,,,
1182668,0.00106876,privatix,1.37,58.32,228.6,,20447143,PRIX,1275455,17.289,323109,19,1/6/2018,09:47:09 AM,,,,
2007615,0.00009984,zcash-gold,47.25,-28.65,211.11,,3232802,ZCG,2500000,1.61027,171085,7,1/6/2018,09:46:36 PM,,,,
7360121,0.00022906,blockcat,0.67,-1.68,109.79,,27331000,CAT,9200151,3.71339,353040,17,1/6/2018,09:46:28 AM,,,,
19429024,0.00012413,mysterium,0.54,1,12.75,,39098191,MYST,32433366,2.01236,1561300,68,1/6/2018,09:39:31 AM,,,,
96022615,0.00001387,leocoin,-0.6,-4.83,-1.38,1000000000,21549875,LEO,104380033,0.224425,13031.5,38,1/6/2018,09:36:53 AM,,,,
377536199,0.0000068,pinkcoin,2.3,34.13,97.61,,41637712,PINK,390536199,0.110288,5613860,11,1/6/2018,09:35:50 AM,,,,
22747809,0.00009758,databits,1.7,0.28,34.44,,35984303,DTB,22747809,1.58188,273765,52,1/6/2018,09:29:55 AM,,,,
12529747,0.00000613,trackr,11.14,0.34,33.31,,1237785,TKR,12529747,0.0987877,19434.6,41,1/6/2018,09:27:56 PM,,,,
444623,0.00258071,gobyte,5.34,-2.37,43.85,31800000,18561829,GBX,1269610,41.7473,588210,56,1/6/2018,09:17:27 PM,,,,
50000000,0.00000067,newbium,-5.23,-55.28,76.65,,537975,NEWB,100000000,0.0107595,915.464,105,1/6/2018,09:17:18 AM,,,,
